index,ID,JOJ Approved,MOM Approved,Site Status,Name,Original Name,Author,Author URL,Mod URL,Style,Categories,Clothing,Light,Heavy,Gender,Themes,Modular,Multi-colored,Armor Tier,Body & Physics Support (JSON),Image URL,Thumbnail URL,Category Audit Note,Content
141,143,TRUE,TRUE,INCLUDE,Apothecary,Apothecary - 3BA,Ellxe,https://www.nexusmods.com/skyrimspecialedition/users/31116590,https://www.nexusmods.com/skyrimspecialedition/mods/141507,Grounded,Light,FALSE,TRUE,FALSE,Female,Arcane; Occult,TRUE,TRUE,L7 - Elven,"{""SMP"":"""",""3BA"":"""",""HIMBO"":"""",""OSL / B.O.O.B.I.E.S"":"""",""Other arousal"":"""",""VSU"":"""",""Heels"":""""}",https://staticdelivery.nexusmods.com/mods/1704/images/141507/141507-1765588799-103829765.jpg,https://images.nexusmods.com/mod-images/1704/t/large/14/141507/141507-1765588799-103829765.jpg,Existing category tag; verify against description if additional armor types are available.,NSFW
235,237,TRUE,TRUE,INCLUDE,Aradia Living Armor,Aradia Living Armor,JennyPennyJelapeni,https://www.nexusmods.com/skyrimspecialedition/users/71189578,https://www.nexusmods.com/skyrimspecialedition/mods/37171,Fantastical,Lingerie,FALSE,FALSE,FALSE,Female,Nature,FALSE,FALSE,Cloth / Linen,"{""SMP"":"""",""3BA"":""PREBUILT"",""HIMBO"":""N/A"",""OSL / B.O.O.B.I.E.S"":"""",""Other arousal"":"""",""VSU"":"""",""Heels"":""""}",https://staticdelivery.nexusmods.com/mods/1704/images/37171/37171-1591883302-689327566.png,https://images.nexusmods.com/mod-images/1704/t/large/37/37171/37171-1591883302-689327566.png,"Description audit required: no Clothing, Light, or Heavy tag currently present.",NSFW
38,38,TRUE,TRUE,INCLUDE,Armor of Clavicus Vile,Armor of Clavicus Vile (HDT-SMP),ChakraSSE,https://www.nexusmods.com/skyrimspecialedition/users/104680583,https://www.nexusmods.com/skyrimspecialedition/mods/145584,Grounded,Heavy,FALSE,FALSE,TRUE,Male,Daedra; Military,FALSE,FALSE,H7 - Dragon Plate,"{""SMP"":"""",""3BA"":""N/A"",""HIMBO"":""https://www.nexusmods.com/skyrimspecialedition/mods/145611"",""OSL / B.O.O.B.I.E.S"":"""",""Other arousal"":"""",""VSU"":"""",""Heels"":""""}",https://staticdelivery.nexusmods.com/mods/1704/images/145584/145584-1742769588-2143608128.png,https://images.nexusmods.com/mod-images/1704/t/large/14/145584/145584-1742769588-2143608128.png,Existing category tag; verify against description if additional armor types are available.,Standard
39,39,TRUE,TRUE,INCLUDE,Armor of Mehrunes Dagon,Armor of Mehrunes Dagon,ChakraSSE,https://www.nexusmods.com/skyrimspecialedition/users/104680583,https://www.nexusmods.com/skyrimspecialedition/mods/113809,Grounded,Heavy,FALSE,FALSE,TRUE,Male; Female,Daedra; Military,FALSE,FALSE,H7 - Dragon Plate,"{""SMP"":"""",""3BA"":""https://www.nexusmods.com/skyrimspecialedition/mods/114186"",""HIMBO"":""https://www.nexusmods.com/skyrimspecialedition/mods/126314"",""OSL / B.O.O.B.I.E.S"":"""",""Other arousal"":"""",""VSU"":"""",""Heels"":""""}",https://staticdelivery.nexusmods.com/mods/1704/images/113809/113809-1729987386-527556680.png,https://images.nexusmods.com/mod-images/1704/t/large/11/113809/113809-1729987386-527556680.png,Existing category tag; verify against description if additional armor types are available.,Standard
40,40,TRUE,TRUE,INCLUDE,Armor of Nocturnal,Armor of Nocturnal,ChakraSSE,https://www.nexusmods.com/skyrimspecialedition/users/104680583,https://www.nexusmods.com/skyrimspecialedition/mods/129809,Grounded,Light,FALSE,TRUE,FALSE,Male,Daedra; Military,FALSE,FALSE,L10 - Glass,"{""SMP"":"""",""3BA"":""N/A"",""HIMBO"":""https://www.nexusmods.com/skyrimspecialedition/mods/135092"",""OSL / B.O.O.B.I.E.S"":"""",""Other arousal"":"""",""VSU"":"""",""Heels"":""""}",https://staticdelivery.nexusmods.com/mods/1704/images/129809/129809-1729987532-1912115267.png,https://images.nexusmods.com/mod-images/1704/t/large/12/129809/129809-1729987532-1912115267.png,Existing category tag; verify against description if additional armor types are available.,Standard
301,304,TRUE,TRUE,INCLUDE,Armor of Titus Mede I,Titus Mede I - My version SE-AE - 2K,Pulcharmsolis,https://www.nexusmods.com/skyrimspecialedition/users/122433248,https://www.nexusmods.com/skyrimspecialedition/mods/69940,Grounded,Light,FALSE,TRUE,FALSE,Male,Imperial; Military; Royal,FALSE,FALSE,H7 - Stalhrim,"{""SMP"":"""",""3BA"":""N/A"",""HIMBO"":""https://www.nexusmods.com/skyrimspecialedition/mods/63749?tab=files"",""OSL / B.O.O.B.I.E.S"":"""",""Other arousal"":"""",""VSU"":"""",""Heels"":""""}",https://staticdelivery.nexusmods.com/mods/1704/images/63376/63376-1644857302-1575723551.png,https://images.nexusmods.com/mod-images/1704/t/large/63/63376/63376-1644857302-1575723551.png,Existing category tag; verify against description if additional armor types are available.,NSFW
298,301,TRUE,TRUE,INCLUDE,Armors of the Velothi Pt. I,Armors of the Velothi Pt. I,Pulcharmsolis,https://www.nexusmods.com/skyrimspecialedition/users/122433248,https://www.nexusmods.com/skyrimspecialedition/mods/62752,Grounded,Cloth; Light; Heavy,TRUE,TRUE,TRUE,Male; Female,Military,FALSE,FALSE,Unassigned,"{""SMP"":"""",""3BA"":""https://www.nexusmods.com/Core/Libs/Common/Widgets/DownloadPopUp?id=562606&game_id=1704"",""HIMBO"":""https://www.nexusmods.com/Core/Libs/Common/Widgets/DownloadPopUp?id=559938&game_id=1704"",""OSL / B.O.O.B.I.E.S"":"""",""Other arousal"":"""",""VSU"":"""",""Heels"":""""}",https://staticdelivery.nexusmods.com/mods/1704/images/62752/62752-1643477064-1067913198.png,https://images.nexusmods.com/mod-images/1704/t/large/62/62752/62752-1643477064-1067913198.png,Existing category tag; verify against description if additional armor types are available.,Standard
203,205,TRUE,TRUE,INCLUDE,Asura's Guard,Asura's Guard,goampuja,https://www.nexusmods.com/skyrimspecialedition/users/52114451,https://www.nexusmods.com/skyrimspecialedition/mods/86891,Grounded,Heavy,FALSE,FALSE,TRUE,Female,Military; Divine,FALSE,FALSE,H6 - Ebony,"{""SMP"":"""",""3BA"":""PREBUILT"",""HIMBO"":""N/A"",""OSL / B.O.O.B.I.E.S"":"""",""Other arousal"":"""",""VSU"":"""",""Heels"":""""}",https://staticdelivery.nexusmods.com/mods/1704/images/86891/86891-1678740669-2037145273.jpeg,https://staticdelivery.nexusmods.com/mods/1704/images/86891/86891-1678740669-2037145273.jpeg,Existing category tag; verify against description if additional armor types are available.,Standard
227,229,TRUE,TRUE,INCLUDE,Ayleid Piercings,Ayleid Piercings - CBBE 3BA - HIMBO - SoS,Imperial2000,https://www.nexusmods.com/skyrimspecialedition/users/7993973,https://www.nexusmods.com/skyrimspecialedition/mods/76204,Grounded,Accessories,FALSE,FALSE,FALSE,Female,Arcane,FALSE,FALSE,Unassigned,"{""SMP"":"""",""3BA"":""PREBUILT"",""HIMBO"":""PREBUILT"",""OSL / B.O.O.B.I.E.S"":"""",""Other arousal"":"""",""VSU"":"""",""Heels"":""""}",https://staticdelivery.nexusmods.com/mods/1704/images/76204/76204-1664321487-1470355357.png,https://images.nexusmods.com/mod-images/1704/t/large/76/76204/76204-1664321487-1470355357.png,"Description audit required: no Clothing, Light, or Heavy tag currently present.",NSFW
13,13,TRUE,TRUE,INCLUDE,Azure Knight Armor,Azure Knight Armor,AokiliMods,https://www.nexusmods.com/skyrimspecialedition/users/4747368,https://www.nexusmods.com/skyrimspecialedition/mods/148026,Fantastical,Light; Heavy,FALSE,FALSE,TRUE,Female,Military; Daedra,TRUE,FALSE,Unassigned,"{""SMP"":"""",""3BA"":"""",""HIMBO"":"""",""OSL / B.O.O.B.I.E.S"":"""",""Other arousal"":"""",""VSU"":"""",""Heels"":""""}",https://staticdelivery.nexusmods.com/mods/1704/images/148026/148026-1747411267-490646403.jpeg,https://staticdelivery.nexusmods.com/mods/1704/images/148026/148026-1747411267-490646403.jpeg,Existing category tag; verify against description if additional armor types are available.,NSFW
302,305,TRUE,TRUE,INCLUDE,Balfieran Knight Set,Balfieran Knight Set,Pulcharmsolis,https://www.nexusmods.com/skyrimspecialedition/users/122433248,https://www.nexusmods.com/skyrimspecialedition/mods/110420,Grounded,Heavy,FALSE,FALSE,TRUE,Male; Female,Military,FALSE,FALSE,H5 - Steel Plate,"{""SMP"":"""",""3BA"":""N/A"",""HIMBO"":""https://www.nexusmods.com/skyrimspecialedition/mods/126184"",""OSL / B.O.O.B.I.E.S"":"""",""Other arousal"":"""",""VSU"":"""",""Heels"":""""}",https://staticdelivery.nexusmods.com/mods/1704/images/110420/110420-1708083272-1518538824.jpeg,https://images.nexusmods.com/mod-images/1704/t/large/11/110420/110420-1708083272-1518538824.jpeg,Existing category tag; verify against description if additional armor types are available.,Standard
74,75,TRUE,TRUE,INCLUDE,Battle Angels,COCO Battle Angels,Daymarr,https://www.nexusmods.com/skyrimspecialedition/users/8194845,https://www.nexusmods.com/skyrimspecialedition/mods/64787,Fantastical,Cloth; Heavy,TRUE,FALSE,TRUE,Female,Military,TRUE,TRUE,H6 - Ebony,"{""SMP"":"""",""3BA"":""PREBUILT"",""HIMBO"":""N/A"",""OSL / B.O.O.B.I.E.S"":"""",""Other arousal"":"""",""VSU"":"""",""Heels"":""""}",https://staticdelivery.nexusmods.com/mods/1704/images/64787/64787-1647031736-1425185904.png,https://images.nexusmods.com/mod-images/1704/t/large/64/64787/64787-1647031736-1425185904.png,Existing category tag; verify against description if additional armor types are available.,NSFW
6,6,FALSE,TRUE,INCLUDE,BD's Armor & Clothes Rep.,BD's Armor and Clothes Replacer,Acro748,https://www.nexusmods.com/skyrimspecialedition/users/14635849,https://www.nexusmods.com/skyrimspecialedition/mods/32518,Fantastical,Cloth; Light; Heavy,TRUE,TRUE,TRUE,Female,Military; Civilian,FALSE,FALSE,Unassigned,"{""SMP"":"""",""3BA"":"""",""HIMBO"":"""",""OSL / B.O.O.B.I.E.S"":"""",""Other arousal"":"""",""VSU"":"""",""Heels"":""""}",https://staticdelivery.nexusmods.com/mods/1704/images/32518/32518-1581258123-1013520759.jpeg,https://images.nexusmods.com/mod-images/1704/t/large/32/32518/32518-1581258123-1013520759.jpeg,Existing category tag; verify against description if additional armor types are available.,NSFW
41,41,TRUE,TRUE,INCLUDE,Berserker Armor,Berserker Armor (CBBE HDT-SMP),ChakraSSE,https://www.nexusmods.com/skyrimspecialedition/users/104680583,https://www.nexusmods.com/skyrimspecialedition/mods/146035,Grounded,Heavy,FALSE,TRUE,FALSE,Male,Forsworn; Military,FALSE,FALSE,L5 - Leather,"{""SMP"":"""",""3BA"":""N/A"",""HIMBO"":""https://www.nexusmods.com/skyrimspecialedition/mods/147629"",""OSL / B.O.O.B.I.E.S"":"""",""Other arousal"":"""",""VSU"":"""",""Heels"":""""}",https://staticdelivery.nexusmods.com/mods/1704/images/146035/146035-1743148299-1737730446.png,https://images.nexusmods.com/mod-images/1704/t/large/14/146035/146035-1743148299-1737730446.png,Existing category tag; verify against description if additional armor types are available.,Standard
142,144,TRUE,TRUE,INCLUDE,Bifrost,Bifrost 3BA,Ellxe,https://www.nexusmods.com/skyrimspecialedition/users/31116590,https://www.nexusmods.com/skyrimspecialedition/mods/88152,Fantastical,Heavy,FALSE,FALSE,TRUE,Female,Civilian,TRUE,TRUE,H7 - Stalhrim,"{""SMP"":"""",""3BA"":"""",""HIMBO"":"""",""OSL / B.O.O.B.I.E.S"":"""",""Other arousal"":"""",""VSU"":"""",""Heels"":""""}",https://staticdelivery.nexusmods.com/mods/1704/images/88152/88152-1765013612-335468413.png,https://images.nexusmods.com/mod-images/1704/t/large/88/88152/88152-1765013612-335468413.png,Existing category tag; verify against description if additional armor types are available.,NSFW
143,145,TRUE,TRUE,INCLUDE,Bio Spike,[ELLE] Bio Spike,Ellxe,https://www.nexusmods.com/skyrimspecialedition/users/31116590,https://www.nexusmods.com/skyrimspecialedition/mods/132260,Fantastical,Heavy,FALSE,FALSE,TRUE,Female,Daedric,FALSE,TRUE,"H6 - Ebony, H8 - Daedric","{""SMP"":"""",""3BA"":"""",""HIMBO"":"""",""OSL / B.O.O.B.I.E.S"":"""",""Other arousal"":"""",""VSU"":"""",""Heels"":""""}",https://staticdelivery.nexusmods.com/mods/1704/images/132260/132260-1765589190-1830895989.jpg,https://images.nexusmods.com/mod-images/1704/t/large/13/132260/132260-1765589190-1830895989.jpg,Existing category tag; verify against description if additional armor types are available.,NSFW
5,5,TRUE,TRUE,INCLUDE,Black Mage Armor,Black Mage Armor,lRekol,https://www.nexusmods.com/skyrimspecialedition/users/1817573,https://www.nexusmods.com/skyrimspecialedition/mods/356,Grounded,Cloth; Light; Heavy,TRUE,FALSE,FALSE,Male; Female,Arcane; Military,FALSE,FALSE,Unassigned,"{""SMP"":"""",""3BA"":"""",""HIMBO"":"""",""OSL / B.O.O.B.I.E.S"":"""",""Other arousal"":"""",""VSU"":"""",""Heels"":""""}",https://staticdelivery.nexusmods.com/mods/1704/images/356/356-1546310104-1265722365.png,https://images.nexusmods.com/mod-images/1704/t/large/35/356/356-1546310104-1265722365.png,Existing category tag; verify against description if additional armor types are available.,Standard
345,348,TRUE,TRUE,INCLUDE,Black Widow,[contentcat] Black Widow,contentcat,,https://www.nexusmods.com/skyrimspecialedition/mods/170827,Fantastical,Lingerie,FALSE,FALSE,FALSE,Female,Military; Lingerie,FALSE,FALSE,Unassigned,"{""SMP"":"""",""3BA"":"""",""HIMBO"":"""",""OSL / B.O.O.B.I.E.S"":"""",""Other arousal"":"""",""VSU"":"""",""Heels"":""""}",https://staticdelivery.nexusmods.com/mods/1704/images/170827/170827-1769866312-1276117968.png,https://staticdelivery.nexusmods.com/mods/1704/images/170827/170827-1769866312-1276117968.png,"Description audit required: no Clothing, Light, or Heavy tag currently present.",NSFW
43,43,TRUE,TRUE,INCLUDE,Blacksted Armors Mashup,Blacksted Armors Mashup (B.A.M.),ChappyPopo,https://www.nexusmods.com/skyrimspecialedition/users/14495414,https://www.nexusmods.com/skyrimspecialedition/mods/151200,Grounded,Light; Heavy,FALSE,TRUE,TRUE,Male; Female,Military; Occult,TRUE,TRUE,Unassigned,"{""SMP"":"""",""3BA"":"""",""HIMBO"":"""",""OSL / B.O.O.B.I.E.S"":"""",""Other arousal"":"""",""VSU"":"""",""Heels"":""""}",https://staticdelivery.nexusmods.com/mods/1704/images/thumbnails/151200/151200-1760983552-966453382.jpg,https://staticdelivery.nexusmods.com/mods/1704/images/thumbnails/151200/151200-1760983552-966453382.jpg,Existing category tag; verify against description if additional armor types are available.,NSFW
204,206,TRUE,TRUE,INCLUDE,Bladedancer's Edge,Bladedancer's Edge,goampuja,https://www.nexusmods.com/skyrimspecialedition/users/52114451,https://www.nexusmods.com/skyrimspecialedition/mods/62751,Grounded,Heavy,FALSE,FALSE,TRUE,Female,Military,TRUE,FALSE,H5 - Steel Plate,"{""SMP"":"""",""3BA"":""PREBUILT"",""HIMBO"":""N/A"",""OSL / B.O.O.B.I.E.S"":"""",""Other arousal"":"""",""VSU"":"""",""Heels"":""""}",https://staticdelivery.nexusmods.com/mods/1704/images/62751/62751-1643542828-311672525.jpeg,https://staticdelivery.nexusmods.com/mods/1704/images/62751/62751-1643542828-311672525.jpeg,Existing category tag; verify against description if additional armor types are available.,Standard
64,65,TRUE,TRUE,INCLUDE,Blood Oath,Blood Oath,DarkDukla,https://www.nexusmods.com/skyrimspecialedition/users/18292594,https://www.nexusmods.com/skyrimspecialedition/mods/121675,Grounded,Cloth,TRUE,FALSE,FALSE,Female,Civilian,FALSE,FALSE,Cloth / Linen,"{""SMP"":"""",""3BA"":""PREBUILT"",""HIMBO"":""N/A"",""OSL / B.O.O.B.I.E.S"":"""",""Other arousal"":"""",""VSU"":"""",""Heels"":""""}",https://staticdelivery.nexusmods.com/mods/1704/images/121675/121675-1718133501-352944047.png,https://images.nexusmods.com/mod-images/1704/t/large/12/121675/121675-1718133501-352944047.png,Existing category tag; verify against description if additional armor types are available.,Standard
228,230,TRUE,TRUE,INCLUDE,Bodysuit,J3 Bodysuit 3BA,J0suk3,https://www.nexusmods.com/skyrimspecialedition/users/85241943,https://www.nexusmods.com/skyrimspecialedition/mods/120165,Modern,Cloth,TRUE,FALSE,FALSE,Female,Lingerie,FALSE,FALSE,Cloth / Linen,"{""SMP"":"""",""3BA"":""PREBUILT"",""HIMBO"":""N/A"",""OSL / B.O.O.B.I.E.S"":"""",""Other arousal"":"""",""VSU"":""https://www.nexusmods.com/skyrimspecialedition/mods/120227"",""Heels"":""""}",https://staticdelivery.nexusmods.com/mods/1704/images/120165/120165-1716580408-1162812009.png,https://images.nexusmods.com/mod-images/1704/t/large/12/120165/120165-1716580408-1162812009.png,Existing category tag; verify against description if additional armor types are available.,NSFW
257,260,TRUE,TRUE,INCLUDE,Obi's Bodysuit,Obi's Bodysuit 3BA BHUNP 2K,Obicnii,https://www.nexusmods.com/skyrimspecialedition/users/59154696,https://www.nexusmods.com/skyrimspecialedition/mods/97553,Modern,Lingerie; Cloth,TRUE,FALSE,FALSE,Female,Daedra; Volkihar Vampire Clan,FALSE,FALSE,Cloth / Linen,"{""SMP"":"""",""3BA"":""PREBUILT"",""HIMBO"":""N/A"",""OSL / B.O.O.B.I.E.S"":"""",""Other arousal"":""https://www.nexusmods.com/skyrimspecialedition/mods/102965"",""VSU"":"""",""Heels"":""""}",https://staticdelivery.nexusmods.com/mods/1704/images/97553/97553-1691111354-317059744.jpeg,https://staticdelivery.nexusmods.com/mods/1704/images/97553/97553-1691111354-317059744.jpeg,Existing category tag; verify against description if additional armor types are available.,NSFW
224,226,TRUE,TRUE,INCLUDE,Bone Breaker Heavy Armour,Bone Breaker Heavy Armour HIMBO SMP,hyruledm,https://www.nexusmods.com/skyrimspecialedition/users/94893323,https://www.nexusmods.com/skyrimspecialedition/mods/143978,Grounded,Heavy,FALSE,FALSE,TRUE,Male,Forsworn; Military,TRUE,FALSE,H5 - Orcish,"{""SMP"":"""",""3BA"":""N/A"",""HIMBO"":""N/A"",""OSL / B.O.O.B.I.E.S"":"""",""Other arousal"":"""",""VSU"":"""",""Heels"":""""}",https://staticdelivery.nexusmods.com/mods/1704/images/143978/143978-1741457590-1970564046.jpeg,https://images.nexusmods.com/mod-images/1704/t/large/14/143978/143978-1741457590-1970564046.jpeg,Existing category tag; verify against description if additional armor types are available.,Standard
187,189,TRUE,TRUE,INCLUDE,Bone Cultist Armor,Bone Cultist Armor,furexarot,https://www.nexusmods.com/skyrimspecialedition/users/120770913,https://www.nexusmods.com/skyrimspecialedition/mods/111224,Grounded,Heavy,FALSE,TRUE,FALSE,Male; Female,Occult; Military,TRUE,FALSE,L6 - Chitin,"{""SMP"":"""",""3BA"":""PREBUILT"",""HIMBO"":""PREBUILT"",""OSL / B.O.O.B.I.E.S"":"""",""Other arousal"":"""",""VSU"":"""",""Heels"":""""}",https://staticdelivery.nexusmods.com/mods/1704/images/111224/111224-1707428193-1201150354.jpeg,https://images.nexusmods.com/mod-images/1704/t/large/11/111224/111224-1707428193-1201150354.jpeg,Existing category tag; verify against description if additional armor types are available.,Standard
